result_completed_at,phase,mesh_n,binary_sha256,input_sha256,output_sha256,mixed_mae_kj_mol_per_water,previous_mixed_mae_kj_mol_per_water,mixed_mae_change_kj_mol_per_water,converged_phase_count,unresolved_phases,running_endpoint,notification_key
2026-07-20T15:07:16.551+02:00,XIV,8,b0dacc7dea4035ea5fb817eb1054f2b288016bfb63c9a96bceca878a44524c2f,88309426572cc27f783398b748762728117d9968d090bfb1ba28b7b765a6681f,5b13433116f04bd17230ebd93c8d7e09f8b4f25701d9007944de08f9559fbc55,1.729806142884,1.746596161474,-0.016790018590,9,VII;XI;XIV,XI:7,XIV-8-5b13433116f0
