scope,phase_count,converged_phase_count,largest_mesh_n,me_kj_mol_per_water,mae_kj_mol_per_water,rmse_kj_mol_per_water,maxae_kj_mol_per_water,final_result
current_qualified_phasewise_set,12,8,8,-1.677471134091,1.747832005479,2.194981406360,5.431453685894,false
